CustomerID_norm,FirstOrderDate,LastOrderDate,TotalOrders,TotalRevenue,AOV,RecencyDays,RepeatFlag,ChurnFlag,LastChannel,Segment (VIP/Loyal/At Risk/Lost)
KH000427,09/04/2021,09/04/2021,1,880000,880000,"1,837",0,1,Website,Lost
KH000428,09/04/2021,09/04/2021,1,1390000,1390000,"1,837",0,1,Website,Lost
KH000429,09/04/2021,09/04/2021,1,1000000,1000000,"1,837",0,1,Website,Lost
KH000430,06/04/2021,02/05/2024,2,5599200,2799600,718,1,1,Website,At Risk
KH000431,09/04/2021,09/04/2021,1,650000,650000,"1,837",0,1,Facebook,Lost
KH000432,16/04/2021,16/04/2021,1,2000000,2000000,"1,830",0,1,Website,Lost
KH000433,16/04/2021,16/04/2021,1,1390000,1390000,"1,830",0,1,Website,Lost
KH000435,16/04/2021,16/04/2021,1,880000,880000,"1,830",0,1,Website,Lost
KH000436,13/04/2021,24/07/2024,3,2120000,706666.6667,635,1,1,Nowzone,At Risk
KH000437,20/04/2021,20/04/2021,1,2860000,2860000,"1,826",0,1,Lazada,Lost
KH000438,15/04/2021,15/04/2021,1,880000,880000,"1,831",0,1,Shopee,Lost
KH000439,19/04/2021,19/04/2021,1,650000,650000,"1,827",0,1,Facebook,Lost
KH000440,16/04/2021,09/02/2022,2,6500000,3250000,"1,531",1,1,Tiki,Lost
KH000441,28/04/2021,26/03/2026,4,10989840,2747460,25,1,0,Zalo,VIP
KH000442,19/04/2021,12/01/2026,4,7740000,1935000,98,1,0,Shopee,Loyal
KH000443,27/04/2021,27/04/2021,1,880000,880000,"1,819",0,1,Lazada,Lost
KH000444,19/04/2021,19/04/2021,1,3200000,3200000,"1,827",0,1,Tiki,Lost
KH000445,23/04/2021,21/03/2022,2,3000000,1500000,"1,491",1,1,Website,Lost
KH000446,23/04/2021,23/04/2021,1,1080000,1080000,"1,823",0,1,Website,Lost
KH000447,26/04/2021,26/04/2021,1,780000,780000,"1,820",0,1,Website,Lost
KH000448,23/04/2021,23/04/2021,1,3600000,3600000,"1,823",0,1,Website,Lost
KH000449,28/04/2021,28/04/2021,1,1390000,1390000,"1,818",0,1,Website,Lost
KH000450,26/04/2021,21/05/2024,3,2783000,927666.6667,699,1,1,Lazada,At Risk
KH000451,26/04/2021,26/04/2021,1,1280000,1280000,"1,820",0,1,Lazada,Lost
KH000452,28/04/2021,28/04/2021,1,800000,800000,"1,818",0,1,Website,Lost
KH000453,29/04/2021,29/04/2021,1,680000,680000,"1,817",0,1,Facebook,Lost
KH000454,13/11/2025,15/04/2026,2,4280000,2140000,5,1,0,Takashimaya,Loyal
KH000455,29/04/2021,29/04/2021,1,1960000,1960000,"1,817",0,1,Lazada,Lost
KH000456,16/04/2021,16/04/2021,1,4430000,4430000,"1,830",0,1,Facebook,Lost
KH000457,25/05/2021,25/05/2021,1,880000,880000,"1,791",0,1,Lazada,Lost
KH000459,06/11/2021,06/11/2021,1,650000,650000,"1,626",0,1,Tiki,Lost
KH000460,07/11/2021,07/11/2021,1,1240000,1240000,"1,625",0,1,Internal,Lost
KH000461,08/11/2021,08/11/2021,1,900000,900000,"1,624",0,1,Website,Lost
KH000462,22/02/2021,16/04/2026,9,28951600,3216844.444,4,1,0,Nowzone,VIP
KH000463,13/11/2025,13/11/2025,1,1529020,1529020,158,0,0,Nowzone,Loyal
KH000464,18/11/2025,18/11/2025,1,1762200,1762200,153,0,0,Facebook,Loyal
KH000465,14/11/2025,17/11/2025,2,11520400,5760200,154,1,0,Zalo,Loyal
KH000466,07/02/2021,07/02/2021,1,792000,792000,"1,898",0,1,Nowzone,Lost
KH000467,07/02/2021,07/02/2021,1,360000,360000,"1,898",0,1,Nowzone,Lost
KH000468,07/02/2021,07/02/2021,1,3240000,3240000,"1,898",0,1,Nowzone,Lost
KH000469,08/02/2021,17/06/2022,2,2642000,1321000,"1,403",1,1,Nowzone,Lost
KH000470,08/02/2021,08/02/2021,1,1962000,1962000,"1,897",0,1,Nowzone,Lost
KH000471,08/02/2021,21/08/2022,4,7128000,1782000,"1,338",1,1,Nowzone,Lost
KH000472,09/02/2021,17/02/2023,2,2385000,1192500,"1,158",1,1,Nowzone,Lost
KH000473,09/02/2021,09/02/2021,1,1062000,1062000,"1,896",0,1,Nowzone,Lost
KH000474,09/02/2021,10/02/2021,2,6579000,3289500,"1,895",1,1,Nowzone,Lost
KH000475,09/02/2021,09/02/2021,1,5922000,5922000,"1,896",0,1,Nowzone,Lost
KH000477,06/02/2021,01/09/2025,5,22904000,4580800,231,1,0,Nowzone,Loyal
KH000478,06/02/2021,06/02/2021,1,1467000,1467000,"1,899",0,1,Nowzone,Lost
KH000479,02/06/2021,02/06/2021,1,800000,800000,"1,783",0,1,Tiki,Lost
KH000480,04/06/2021,12/11/2022,4,4493400,1123350,"1,255",1,1,Lazada,Lost
KH000482,10/02/2021,29/02/2024,5,8480000,1696000,781,1,1,Nowzone,Lost
KH000483,07/06/2021,07/06/2021,1,1500000,1500000,"1,778",0,1,Website,Lost
KH000484,10/02/2021,20/11/2022,4,8607400,2151850,"1,247",1,1,Nowzone,Lost
KH000485,10/02/2021,10/02/2021,1,900000,900000,"1,895",0,1,Nowzone,Lost
KH000486,11/02/2021,13/02/2026,3,5372000,1790666.667,66,1,0,Nowzone,Loyal
KH000487,17/02/2021,17/07/2022,2,5450000,2725000,"1,373",1,1,Nowzone,Lost
KH000488,17/02/2021,17/02/2021,1,2160000,2160000,"1,888",0,1,Nowzone,Lost
KH000489,08/06/2021,24/01/2024,5,3154000,630800,817,1,1,Facebook,Lost
KH000490,17/02/2021,26/06/2022,2,1672000,836000,"1,394",1,1,Nowzone,Lost
KH000491,18/02/2021,18/02/2021,1,792000,792000,"1,887",0,1,Nowzone,Lost
KH000492,09/06/2021,09/06/2021,1,500000,500000,"1,776",0,1,Internal,Lost
KH000493,19/02/2021,19/02/2021,1,1380000,1380000,"1,886",0,1,Nowzone,Lost
KH000494,11/06/2021,11/06/2021,1,2500000,2500000,"1,774",0,1,Facebook,Lost
KH000495,20/02/2021,24/11/2022,3,7996200,2665400,"1,243",1,1,Nowzone,Lost
KH000496,20/02/2021,20/02/2021,1,1440000,1440000,"1,885",0,1,Nowzone,Lost
KH000497,22/02/2021,10/04/2024,4,7531700,1882925,740,1,1,Nowzone,Lost
KH000498,14/06/2021,14/06/2021,1,2900000,2900000,"1,771",0,1,Website,Lost
KH000499,14/06/2021,13/04/2022,4,6250000,1562500,"1,468",1,1,Facebook,Lost
KH000500,14/11/2025,15/01/2026,2,3787520,1893760,95,1,0,Takashimaya,Loyal
KH000501,14/06/2021,14/06/2021,1,1280000,1280000,"1,771",0,1,Tiki,Lost
KH000506,30/06/2023,15/07/2025,5,10391999,2078399.8,279,1,0,Facebook,Loyal
KH000507,14/11/2025,14/11/2025,1,111000,111000,157,0,0,Takashimaya,Loyal
KH000508,14/11/2025,14/11/2025,1,3865800,3865800,157,0,0,Takashimaya,Loyal
KH000510,23/02/2021,14/02/2023,2,4422000,2211000,"1,161",1,1,Nowzone,Lost
KH0005102,24/02/2021,24/02/2021,1,558000,558000,"1,881",0,1,Nowzone,Lost
KH0005104,25/02/2021,02/02/2024,2,3682000,1841000,808,1,1,Nowzone,Lost
KH0005106,26/02/2021,26/02/2021,1,1728000,1728000,"1,879",0,1,Nowzone,Lost
KH0005107,27/02/2021,11/06/2023,5,27491000,5498200,"1,044",1,1,Nowzone,Lost
KH0005108,27/02/2021,27/10/2021,26,83014500,3192865.385,"1,636",1,1,Nowzone,Lost
KH0005110,28/02/2021,28/02/2021,1,5544000,5544000,"1,877",0,1,Nowzone,Lost
KH0005111,02/03/2021,02/03/2021,1,792000,792000,"1,875",0,1,Nowzone,Lost
KH0005114,03/03/2021,03/03/2021,1,596050,596050,"1,874",0,1,Nowzone,Lost
KH0005115,04/03/2021,04/03/2021,1,8080000,8080000,"1,873",0,1,Nowzone,Lost
KH0005116,04/03/2021,04/03/2021,1,3301200,3301200,"1,873",0,1,Nowzone,Lost
KH0005118,06/03/2021,06/03/2021,1,882000,882000,"1,871",0,1,Nowzone,Lost
KH0005119,06/03/2021,11/04/2021,2,4308360,2154180,"1,835",1,1,Nowzone,Lost
KH0005120,07/03/2021,11/01/2023,9,49992899,5554766.556,"1,195",1,1,Nowzone,Lost
KH0005121,08/03/2021,08/03/2021,1,1887186,1887186,"1,869",0,1,Nowzone,Lost
KH0005122,26/01/2021,09/08/2025,12,18651740,1554311.667,254,1,0,Zalo,Loyal
KH0005124,02/05/2021,08/06/2022,9,31593400,3510377.778,"1,412",1,1,Nowzone,Lost
KH0005125,17/04/2021,14/11/2023,4,13495880,3373970,888,1,1,Nowzone,Lost
KH0005126,20/06/2021,24/07/2022,2,4368000,2184000,"1,366",1,1,Nowzone,Lost
KH0005127,26/06/2021,26/06/2021,1,7868000,7868000,"1,759",0,1,Nowzone,Lost
KH0005128,30/04/2021,02/05/2021,2,20978200,10489100,"1,814",1,1,Nowzone,Lost
KH0005129,25/04/2021,17/05/2022,3,3166000,1055333.333,"1,434",1,1,Nowzone,Lost
KH0005130,03/05/2021,03/05/2021,1,2400000,2400000,"1,813",0,1,Nowzone,Lost
KH0005131,30/03/2021,18/01/2023,3,1209600,403200,"1,188",1,1,Nowzone,Lost
KH0005132,06/05/2021,20/12/2022,2,4480000,2240000,"1,217",1,1,Nowzone,Lost
KH0005133,29/04/2021,19/01/2025,5,12810000,2562000,456,1,1,Nowzone,At Risk
KH0005134,07/05/2021,11/03/2026,7,24271200,3467314.286,40,1,0,Nowzone,VIP
KH0005135,07/05/2021,07/05/2021,1,1380000,1380000,"1,809",0,1,Nowzone,Lost
KH0005136,08/05/2021,08/05/2021,1,1204600,1204600,"1,808",0,1,Nowzone,Lost
KH0005137,08/05/2021,04/05/2022,2,3938000,1969000,"1,447",1,1,Nowzone,Lost
KH0005138,03/04/2021,09/05/2021,2,22087400,11043700,"1,807",1,1,Nowzone,Lost
KH0005139,25/04/2021,12/04/2022,4,3172400,793100,"1,469",1,1,Nowzone,Lost
KH000514,03/03/2022,03/03/2022,1,997000,997000,"1,509",0,1,Facebook,Lost
KH0005140,12/05/2021,12/05/2021,1,9800000,9800000,"1,804",0,1,Nowzone,Lost
KH0005141,14/05/2021,14/05/2021,1,2460000,2460000,"1,802",0,1,Nowzone,Lost
KH0005142,14/05/2021,14/05/2021,1,4560000,4560000,"1,802",0,1,Nowzone,Lost
KH0005143,17/05/2021,19/05/2021,2,2590000,1295000,"1,797",1,1,Nowzone,Lost
KH0005144,22/05/2021,22/05/2021,1,780000,780000,"1,794",0,1,Nowzone,Lost
KH0005146,24/05/2021,24/05/2021,1,1152000,1152000,"1,792",0,1,Nowzone,Lost
KH0005147,24/05/2021,24/05/2021,1,2556000,2556000,"1,792",0,1,Nowzone,Lost
KH0005148,25/05/2021,25/05/2021,1,810000,810000,"1,791",0,1,Nowzone,Lost
KH0005149,26/05/2021,26/05/2021,1,3240000,3240000,"1,790",0,1,Nowzone,Lost
KH0005150,26/05/2021,26/05/2021,1,882000,882000,"1,790",0,1,Nowzone,Lost
KH0005151,07/04/2021,28/05/2021,2,2880000,1440000,"1,788",1,1,Nowzone,Lost
KH0005152,28/05/2021,28/05/2021,1,450000,450000,"1,788",0,1,Nowzone,Lost
KH0005154,09/04/2021,09/04/2021,1,300000,300000,"1,837",0,1,Event,Lost
KH0005155,09/04/2021,09/04/2021,1,558000,558000,"1,837",0,1,Zalo,Lost
KH0005156,21/04/2021,21/04/2021,1,558000,558000,"1,825",0,1,Event,Lost
KH0005158,29/05/2021,29/05/2021,1,6980000,6980000,"1,787",0,1,Nowzone,Lost
KH0005159,03/04/2021,28/10/2023,2,4441000,2220500,905,1,1,Nowzone,Lost
KH0005160,04/04/2021,04/04/2021,1,1180000,1180000,"1,842",0,1,Nowzone,Lost
KH0005161,10/04/2021,12/09/2023,3,6838000,2279333.333,951,1,1,Nowzone,Lost
KH0005162,10/04/2021,12/01/2022,2,4800000,2400000,"1,559",1,1,Nowzone,Lost
KH0005163,11/04/2021,11/04/2021,1,1318000,1318000,"1,835",0,1,Nowzone,Lost
KH0005165,10/11/2021,05/01/2022,2,3400200,1700100,"1,566",1,1,Internal,Lost
KH0005166,10/11/2021,10/11/2021,2,1270000,635000,"1,622",1,1,Nowzone,Lost
KH0005167,10/11/2021,10/11/2021,1,394200,394200,"1,622",0,1,Nowzone,Lost
KH0005168,11/11/2021,11/11/2021,1,872200,872200,"1,621",0,1,Nowzone,Lost
KH000517,20/11/2025,20/11/2025,1,653600,653600,151,0,0,Facebook,Loyal
KH0005170,22/03/2021,22/03/2021,1,4038000,4038000,"1,855",0,1,Nowzone,Lost
KH0005171,11/11/2021,16/11/2021,2,6804000,3402000,"1,616",1,1,Facebook,Lost
KH0005172,12/11/2021,12/11/2021,1,1180000,1180000,"1,620",0,1,Nowzone,Lost
KH0005174,19/04/2021,19/04/2021,1,2403500,2403500,"1,827",0,1,Zalo,Lost
KH0005176,26/04/2021,26/04/2021,1,4400000,4400000,"1,820",0,1,Internal,Lost
KH0005179,10/10/2022,10/10/2022,1,3200000,3200000,"1,288",0,1,Internal,Lost
KH000518,15/11/2025,15/11/2025,1,2100000,2100000,156,0,0,Takashimaya,Loyal
KH0005181,14/11/2021,14/11/2021,1,3000000,3000000,"1,618",0,1,Nowzone,Lost
KH0005183,22/01/2022,22/01/2022,1,880000,880000,"1,549",0,1,Nowzone,Lost
KH0005186,11/11/2021,11/11/2021,1,8188000,8188000,"1,621",0,1,Website,Lost
KH000519,17/11/2025,17/11/2025,1,222000,222000,154,0,0,Internal,Loyal
KH0005193,14/11/2021,14/11/2021,1,560700,560700,"1,618",0,1,Shopee,Lost
KH0005194,14/11/2021,14/11/2021,1,1180000,1180000,"1,618",0,1,Lazada,Lost
KH0005199,15/11/2021,15/02/2022,2,9908200,4954100,"1,525",1,1,Lazada,Lost
KH000520,15/11/2025,15/11/2025,1,1512000,1512000,156,0,0,Takashimaya,Loyal
KH0005207,12/04/2021,11/12/2023,4,6837300,1709325,861,1,1,Nowzone,Lost
KH0005208,13/04/2021,13/04/2021,1,250000,250000,"1,833",0,1,Nowzone,Lost
KH0005209,15/04/2021,15/04/2021,1,338000,338000,"1,831",0,1,Nowzone,Lost
KH000521,16/11/2025,16/11/2025,1,940500,940500,155,0,0,Takashimaya,Loyal
KH0005210,16/04/2021,16/04/2021,1,338000,338000,"1,830",0,1,Nowzone,Lost
KH0005211,17/04/2021,17/04/2021,1,550000,550000,"1,829",0,1,Nowzone,Lost
KH0005212,18/04/2021,18/04/2021,1,1180000,1180000,"1,828",0,1,Nowzone,Lost
KH0005213,18/04/2021,18/04/2021,1,2550000,2550000,"1,828",0,1,Nowzone,Lost
KH0005214,18/04/2021,18/04/2021,1,38000,38000,"1,828",0,1,Nowzone,Lost
KH0005215,19/04/2021,17/08/2025,2,1760000,880000,246,1,0,Nowzone,Loyal
KH0005216,21/04/2021,01/10/2025,2,2160000,1080000,201,1,0,Nowzone,Loyal
KH0005217,21/04/2021,21/04/2021,1,1618000,1618000,"1,825",0,1,Nowzone,Lost
KH0005218,23/04/2021,22/07/2022,6,15550600,2591766.667,"1,368",1,1,Nowzone,Lost
KH0005219,25/04/2021,25/04/2021,1,3600000,3600000,"1,821",0,1,Nowzone,Lost
KH000522,16/11/2025,21/11/2025,3,15954800,5318266.667,150,1,0,Takashimaya,Loyal
KH0005220,26/04/2021,21/10/2022,2,4080000,2040000,"1,277",1,1,Nowzone,Lost
KH0005221,27/04/2021,27/04/2021,1,1654000,1654000,"1,819",0,1,Nowzone,Lost
KH0005222,30/04/2021,30/04/2021,1,3000000,3000000,"1,816",0,1,Nowzone,Lost
KH0005223,08/03/2021,08/03/2021,1,1800400,1800400,"1,869",0,1,Nowzone,Lost
KH0005224,12/03/2021,12/03/2021,1,780000,780000,"1,865",0,1,Nowzone,Lost
KH0005225,13/03/2021,15/03/2021,2,1969200,984600,"1,862",1,1,Nowzone,Lost
KH0005226,13/03/2021,10/10/2024,3,27886700,9295566.667,557,1,1,Nowzone,At Risk
KH0005227,16/03/2021,16/03/2021,1,1500000,1500000,"1,861",0,1,Nowzone,Lost
KH0005228,17/03/2021,17/03/2021,1,438000,438000,"1,860",0,1,Nowzone,Lost
KH0005229,20/03/2021,20/03/2021,1,1000000,1000000,"1,857",0,1,Nowzone,Lost
KH000523,16/11/2025,16/11/2025,1,1282500,1282500,155,0,0,Takashimaya,Loyal
KH0005230,22/03/2021,22/03/2021,1,800000,800000,"1,855",0,1,Nowzone,Lost
KH0005231,23/03/2021,23/03/2021,1,3600000,3600000,"1,854",0,1,Nowzone,Lost
KH0005232,24/03/2021,24/03/2021,1,780000,780000,"1,853",0,1,Nowzone,Lost
KH0005233,25/03/2021,25/03/2021,1,1380000,1380000,"1,852",0,1,Nowzone,Lost
KH0005234,27/03/2021,27/03/2021,1,5100000,5100000,"1,850",0,1,Nowzone,Lost
KH0005235,28/03/2021,28/03/2021,1,1182600,1182600,"1,849",0,1,Nowzone,Lost
KH0005236,28/03/2021,28/03/2021,1,612000,612000,"1,849",0,1,Nowzone,Lost
KH0005239,25/07/2023,25/07/2023,1,340000,340000,"1,000",0,1,Shopee,Lost
KH000524,16/11/2025,16/11/2025,1,1116900,1116900,155,0,0,Takashimaya,Loyal
KH000525,15/11/2025,18/11/2025,2,222000,111000,153,1,0,Shopee,Loyal
KH0005251,15/11/2021,15/11/2021,1,1228200,1228200,"1,617",0,1,Lazada,Lost
KH0005254,15/11/2021,15/11/2021,1,980000,980000,"1,617",0,1,Lazada,Lost
KH0005258,18/11/2021,05/04/2023,15,13251900,883460,"1,111",1,1,Internal,Lost
KH0005259,17/11/2021,16/12/2021,4,7724020,1931005,"1,586",1,1,Facebook,Lost
KH000526,20/11/2025,20/11/2025,1,1485000,1485000,151,0,0,Lazada,Loyal
KH0005260,19/08/2022,19/08/2022,1,3600000,3600000,"1,340",0,1,Website,Lost
KH0005261,17/11/2021,17/11/2021,1,1050200,1050200,"1,615",0,1,Shopee,Lost
KH0005262,15/11/2021,15/11/2021,1,1228200,1228200,"1,617",0,1,Shopee,Lost
KH0005263,29/06/2023,29/06/2023,1,508000,508000,"1,026",0,1,Zalo,Lost
KH0005264,27/11/2021,27/11/2021,1,500000,500000,"1,605",0,1,Shopee,Lost
KH0005265,16/11/2021,28/01/2022,3,22406000,7468666.667,"1,543",1,1,Nowzone,Lost
KH0005266,16/11/2021,16/11/2021,1,3680000,3680000,"1,616",0,1,Nowzone,Lost
KH0005267,16/11/2021,14/12/2021,2,2260000,1130000,"1,588",1,1,Nowzone,Lost
KH0005268,09/04/2021,09/04/2021,1,658000,658000,"1,837",0,1,Event,Lost
KH0005269,09/04/2021,09/04/2021,1,730000,730000,"1,837",0,1,Event,Lost
KH000527,17/11/2025,17/11/2025,1,2665600,2665600,154,0,0,Zalo,Loyal
KH0005270,09/04/2021,09/04/2021,1,1238000,1238000,"1,837",0,1,Event,Lost
KH0005271,10/04/2021,10/04/2021,1,698000,698000,"1,836",0,1,Event,Lost
KH0005272,10/04/2021,10/04/2021,1,3500000,3500000,"1,836",0,1,Event,Lost
KH0005273,10/04/2021,10/04/2021,1,558000,558000,"1,836",0,1,Event,Lost
KH0005274,10/04/2021,10/04/2021,1,280000,280000,"1,836",0,1,Event,Lost
KH0005275,10/04/2021,10/04/2021,1,730000,730000,"1,836",0,1,Event,Lost
KH0005278,10/04/2021,10/04/2021,1,580000,580000,"1,836",0,1,Event,Lost
KH0005279,10/04/2021,10/04/2021,1,558000,558000,"1,836",0,1,Event,Lost
KH000528,20/11/2025,20/11/2025,1,1121000,1121000,151,0,0,Facebook,Loyal
KH0005280,10/04/2021,10/04/2021,1,300000,300000,"1,836",0,1,Event,Lost
KH0005281,10/04/2021,10/04/2021,1,580000,580000,"1,836",0,1,Event,Lost
KH0005282,10/04/2021,10/04/2021,1,338000,338000,"1,836",0,1,Event,Lost
KH0005283,10/04/2021,10/04/2021,1,338000,338000,"1,836",0,1,Event,Lost
KH0005284,10/04/2021,10/04/2021,1,558000,558000,"1,836",0,1,Event,Lost
KH0005285,10/04/2021,10/04/2021,1,338000,338000,"1,836",0,1,Event,Lost
KH0005286,10/04/2021,10/04/2021,1,260000,260000,"1,836",0,1,Event,Lost
KH0005287,10/04/2021,26/04/2025,3,21890000,7296666.667,359,1,0,Event,Loyal
KH0005288,10/04/2021,10/04/2021,1,338000,338000,"1,836",0,1,Event,Lost
KH0005289,10/04/2021,10/04/2021,1,1018000,1018000,"1,836",0,1,Event,Lost
KH000529,19/05/2024,09/12/2025,17,32119400,1889376.471,132,1,0,TikTok,Loyal
KH0005290,10/04/2021,10/04/2021,1,730000,730000,"1,836",0,1,Event,Lost
KH0005291,10/04/2021,10/04/2021,1,730000,730000,"1,836",0,1,Event,Lost
KH0005292,10/04/2021,10/04/2021,1,730000,730000,"1,836",0,1,Event,Lost
KH0005293,10/04/2021,10/04/2021,1,338000,338000,"1,836",0,1,Event,Lost
KH0005294,10/04/2021,10/04/2021,1,338000,338000,"1,836",0,1,Event,Lost
KH0005295,10/04/2021,10/04/2021,1,1280000,1280000,"1,836",0,1,Event,Lost
KH0005296,10/04/2021,10/04/2021,1,338000,338000,"1,836",0,1,Event,Lost
KH0005297,10/04/2021,10/04/2021,1,680000,680000,"1,836",0,1,Event,Lost
KH0005298,11/04/2021,11/04/2021,1,550000,550000,"1,835",0,1,Event,Lost
KH0005299,11/04/2021,11/04/2021,1,95000,95000,"1,835",0,1,Event,Lost
KH000530,10/03/2025,25/03/2025,4,3008000,752000,391,1,1,Lazada,At Risk
KH0005300,11/04/2021,11/04/2021,1,300000,300000,"1,835",0,1,Event,Lost
KH0005301,11/04/2021,11/04/2021,1,698000,698000,"1,835",0,1,Event,Lost
KH0005302,11/04/2021,11/04/2021,1,558000,558000,"1,835",0,1,Event,Lost
KH0005304,20/07/2021,30/10/2021,10,42092250,4209225,"1,633",1,1,Event,Lost
KH0005305,04/01/2021,04/01/2021,1,3000000,3000000,"1,932",0,1,Zalo,Lost
KH0005306,06/01/2021,06/01/2021,1,5500000,5500000,"1,930",0,1,Zalo,Lost
KH0005307,06/01/2021,06/01/2021,1,4700000,4700000,"1,930",0,1,Zalo,Lost
KH0005308,07/01/2021,07/01/2021,1,2800000,2800000,"1,929",0,1,Zalo,Lost
KH0005309,08/01/2021,08/01/2021,1,1500000,1500000,"1,928",0,1,Zalo,Lost
KH0005310,28/04/2021,15/10/2021,2,2560000,1280000,"1,648",1,1,Zalo,Lost
KH0005311,08/03/2021,08/03/2021,1,980000,980000,"1,869",0,1,Zalo,Lost
KH0005312,18/01/2021,18/01/2021,1,5500000,5500000,"1,918",0,1,Zalo,Lost
KH0005313,22/01/2021,22/01/2021,1,680000,680000,"1,914",0,1,Zalo,Lost
KH0005314,25/01/2021,25/01/2021,1,880000,880000,"1,911",0,1,Zalo,Lost
KH0005315,26/01/2021,26/01/2021,1,1280000,1280000,"1,910",0,1,Zalo,Lost
KH0005317,01/02/2021,06/12/2025,4,2622000,655500,135,1,0,Zalo,Loyal
KH0005318,04/02/2021,17/02/2021,3,15120000,5040000,"1,888",1,1,Zalo,Lost
KH0005319,17/02/2021,17/02/2021,1,2630000,2630000,"1,888",0,1,Zalo,Lost
KH000532,17/11/2025,17/11/2025,1,940500,940500,154,0,0,Takashimaya,Loyal
KH0005321,16/02/2021,16/02/2021,1,1580000,1580000,"1,889",0,1,Zalo,Lost
KH0005322,27/08/2021,10/10/2022,3,17076000,5692000,"1,288",1,1,Zalo,Lost
KH0005323,19/02/2021,19/02/2021,1,980000,980000,"1,886",0,1,Zalo,Lost
KH0005324,22/02/2021,22/02/2021,1,2900000,2900000,"1,883",0,1,Zalo,Lost
KH0005325,22/02/2021,17/07/2023,6,17040200,2840033.333,"1,008",1,1,Zalo,Lost
KH0005326,22/02/2021,22/02/2021,1,2900000,2900000,"1,883",0,1,Zalo,Lost
KH0005327,27/02/2021,27/02/2021,1,980000,980000,"1,878",0,1,Zalo,Lost
KH0005329,01/03/2021,01/03/2021,1,1080000,1080000,"1,876",0,1,Zalo,Lost
KH000533,20/11/2025,20/11/2025,1,9588000,9588000,151,0,0,Zalo,Loyal
KH0005330,04/03/2021,04/03/2021,1,898659,898659,"1,873",0,1,Zalo,Lost
KH0005331,09/03/2021,09/03/2021,1,7900000,7900000,"1,868",0,1,Zalo,Lost
KH0005332,11/03/2021,29/04/2021,2,6716000,3358000,"1,817",1,1,Zalo,Lost
KH0005333,07/03/2021,07/03/2021,1,250000,250000,"1,870",0,1,Zalo,Lost
KH0005334,15/03/2021,15/03/2021,1,400000,400000,"1,862",0,1,Zalo,Lost
KH0005335,09/05/2022,09/05/2022,1,3420000,3420000,"1,442",0,1,Website,Lost
KH0005337,17/03/2021,17/03/2021,1,7110000,7110000,"1,860",0,1,Zalo,Lost
KH0005338,23/03/2021,23/03/2021,1,980000,980000,"1,854",0,1,Zalo,Lost
KH0005339,22/03/2021,28/04/2021,2,10790000,5395000,"1,818",1,1,Zalo,Lost
KH000534,19/11/2025,19/11/2025,1,1953500,1953500,152,0,0,Nowzone,Loyal
KH0005340,22/03/2021,22/03/2021,1,780000,780000,"1,855",0,1,Zalo,Lost
KH0005341,29/03/2021,29/03/2021,1,1050000,1050000,"1,848",0,1,Zalo,Lost
KH0005342,28/04/2021,28/04/2021,1,900000,900000,"1,818",0,1,Zalo,Lost
KH0005343,28/04/2021,28/04/2021,1,95000,95000,"1,818",0,1,Zalo,Lost
KH0005344,28/04/2021,27/08/2025,5,15242000,3048400,236,1,0,Zalo,Loyal
KH0005345,05/04/2021,05/04/2021,1,7200000,7200000,"1,841",0,1,Zalo,Lost
KH0005346,12/04/2021,12/04/2021,1,730000,730000,"1,834",0,1,Zalo,Lost
KH0005347,19/04/2021,19/04/2021,1,880000,880000,"1,827",0,1,Zalo,Lost
KH0005348,19/04/2021,19/04/2021,1,1200000,1200000,"1,827",0,1,Zalo,Lost
KH0005349,26/04/2021,28/11/2025,5,31421840,6284368,143,1,0,Zalo,Loyal
KH000535,20/11/2025,12/01/2026,4,44054800,11013700,98,1,0,Zalo,Loyal
KH0005350,28/04/2021,28/04/2021,1,1580000,1580000,"1,818",0,1,Zalo,Lost
KH0005351,28/04/2021,28/04/2021,1,1180000,1180000,"1,818",0,1,Zalo,Lost
KH0005352,29/04/2021,29/04/2021,1,780000,780000,"1,817",0,1,Zalo,Lost
KH0005353,29/04/2021,29/04/2021,1,2400000,2400000,"1,817",0,1,Zalo,Lost
KH0005354,29/04/2021,29/04/2021,1,880000,880000,"1,817",0,1,Zalo,Lost
KH0005355,25/05/2021,25/05/2021,1,3000000,3000000,"1,791",0,1,Zalo,Lost
KH0005356,19/11/2021,19/11/2021,1,876000,876000,"1,613",0,1,Facebook,Lost
KH0005357,20/11/2021,20/11/2021,1,4000000,4000000,"1,612",0,1,Website,Lost
KH0005359,22/11/2021,22/11/2021,1,11270000,11270000,"1,610",0,1,Nowzone,Lost
KH000536,24/11/2025,24/11/2025,1,1596000,1596000,147,0,0,Zalo,Loyal
KH0005360,27/06/2023,27/06/2023,1,468000,468000,"1,028",0,1,Zalo,Lost
KH0005362,13/10/2023,25/11/2023,3,3874000,1291333.333,877,1,1,Zalo,Lost
KH0005366,24/11/2021,24/11/2021,1,800000,800000,"1,608",0,1,Zalo,Lost
KH0005367,25/11/2021,25/11/2021,1,880000,880000,"1,607",0,1,Zalo,Lost
KH0005369,26/11/2021,26/11/2021,1,890000,890000,"1,606",0,1,Nowzone,Lost
KH000537,24/11/2025,24/11/2025,1,1526000,1526000,147,0,0,Zalo,Loyal
KH0005370,26/11/2021,26/11/2021,1,4272000,4272000,"1,606",0,1,Nowzone,Lost
